Column,Index,Date,Baseline,Original,Jump,Reduction_Fraction,Capped
RMD_Anorexia Nervosa_NoP,255,1970-01,67796.48462012257,80674.82060015255,12878.33598002998,0.3,76811.31980614355
RMD_Antisocial Personality Disorder_NoP,47,1970-01,0.0,407.1583104053544,407.1583104053544,0.3,285.01081728374805
RMD_Antisocial Personality Disorder_NoP,48,1970-01,0.0,462.6494707829213,462.6494707829213,0.3,323.8546295480449
RMD_Antisocial Personality Disorder_NoP,49,1970-01,285.01081728374805,465.2032677688169,180.19245048506883,0.3,411.1455326232962
RMD_Antisocial Personality Disorder_NoP,50,1970-01,323.8546295480449,938.4631687172788,614.6085391692338,0.3,754.0806069665086
RMD_Antisocial Personality Disorder_NoP,51,1970-01,411.1455326232962,908.9547637273082,497.809231104012,0.3,759.6119943961046
RMD_Antisocial Personality Disorder_NoP,52,1970-01,754.0806069665086,1303.811175417698,549.7305684511894,0.3,1138.892004882341
RMD_Antisocial Personality Disorder_NoP,53,1970-01,759.6119943961046,2004.2478900619603,1244.6358956658557,0.3,1630.8571213622035
RMD_Antisocial Personality Disorder_NoP,54,1970-01,1138.892004882341,2424.0359437914867,1285.1439389091456,0.3,2038.492762118743
RMD_Antisocial Personality Disorder_NoP,55,1970-01,1630.8571213622035,2293.900012429103,663.0428910668993,0.3,2094.987145109033
RMD_Antisocial Personality Disorder_NoP,56,1970-01,2038.492762118743,2212.6369241408115,174.14416202206849,0.3,2160.393675534191
RMD_Antisocial Personality Disorder_NoP,58,1970-01,2094.987145109033,2193.2414325881937,98.25428747916067,0.3,2163.7651463444454
RMD_Antisocial Personality Disorder_NoP,59,1970-01,2160.393675534191,2576.408000700045,416.01432516585373,0.3,2451.6037031502888
RMD_Antisocial Personality Disorder_NoP,60,1970-01,2163.7651463444454,2459.8796219972114,296.11447565276603,0.3,2371.0452793013815
RMD_Antisocial Personality Disorder_NoP,65,1970-01,2034.9829725259635,2119.4340850940266,84.45111256806308,0.3,2094.0987513236078
RMD_Antisocial Personality Disorder_NoP,67,1970-01,2006.4548191789563,2086.3099557594983,79.85513658054197,0.3,2062.3534147853356
RMD_Antisocial Personality Disorder_NoP,69,1970-01,2017.0305289031887,2091.087642087994,74.0571131848053,0.3,2068.8705081325525
RMD_Antisocial Personality Disorder_NoP,71,1970-01,2068.8705081325525,2695.749855005456,626.8793468729036,0.3,2507.686050943585
RMD_Antisocial Personality Disorder_NoP,72,1970-01,2111.223605743879,2771.117230065848,659.8936243219691,0.3,2573.149142769257
RMD_Antisocial Personality Disorder_NoP,73,1970-01,2507.686050943585,3122.5872814698714,614.9012305262863,0.3,2938.1169123119853
RMD_Antisocial Personality Disorder_NoP,74,1970-01,2573.149142769257,2977.054891326144,403.9057485568869,0.3,2855.883166759078
RMD_Antisocial Personality Disorder_NoP,77,1970-01,2855.883166759078,3271.1644380679204,415.2812713088424,0.3,3146.5800566752678
RMD_Antisocial Personality Disorder_NoP,78,1970-01,2883.0267157401577,3055.9085084180456,172.88179267788792,0.3,3004.043970614679
RMD_Antisocial Personality Disorder_NoP,79,1970-01,3004.043970614679,3937.713629191068,933.6696585763889,0.3,3657.612731618151
RMD_Antisocial Personality Disorder_NoP,80,1970-01,3146.5800566752678,3629.8496697408336,483.26961306556586,0.3,3484.868785821164
RMD_Antisocial Personality Disorder_NoP,83,1970-01,3381.951607886918,3579.334820120901,197.38321223398316,0.3,3520.119856450706
RMD_Antisocial Personality Disorder_NoP,88,1970-01,3072.8155738946834,3167.377169820236,94.56159592555241,0.3,3139.0086910425703
RMD_Antisocial Personality Disorder_NoP,89,1970-01,3072.8155738946834,3207.346970304132,134.53139640944846,0.3,3166.987551381297
RMD_Antisocial Personality Disorder_NoP,94,1970-01,2633.3068878988743,2721.4482748797063,88.14138698083207,0.3,2695.005858785457
RMD_Antisocial Personality Disorder_NoP,95,1970-01,2633.3068878988743,3206.121089556767,572.8142016578927,0.3,3034.276829059399
RMD_Antisocial Personality Disorder_NoP,96,1970-01,2695.005858785457,2999.753517318338,304.7476585328809,0.3,2908.3292197584733
RMD_Antisocial Personality Disorder_NoP,106,1970-01,2295.767130540826,2390.2204066861577,94.45327614533153,0.3,2361.884423842558
RMD_Antisocial Personality Disorder_NoP,107,1970-01,2326.6495379357443,3269.2497594589263,942.600221523182,0.3,2986.469693001972
