src,dst,weight,uncertainty_corr,amplification_ratio,amplification_ratio_floored,log10_amplification_ratio_floored,src_variance_floored,amplification_floor_applied,src_mean_variance,dst_mean_variance
PT_Brain Stimulation Technologies,RMD_Stendhal,0.3,-0.12100434683396116,434.6869812011719,434.6869812011719,2.6381766333420695,8.620237349532545e-05,0,8.620237349532545e-05,0.03747104853391647
PT_Brain Stimulation Technologies,RMD_Walking Corpse,0.3,0.12845806435722265,67.04596710205078,67.04596710205078,1.8263726596223564,8.620237349532545e-05,0,8.620237349532545e-05,0.00577952153980732
PT_Brain Stimulation Technologies,RMD_koro,0.3,0.23453231118277548,249.5093536376953,249.5093536376953,2.3970868311501627,8.620237349532545e-05,0,8.620237349532545e-05,0.021508298814296722
PT_Brain-Computer Interface,Global_Disaster_Total,0.5,0.03407697484676139,0.1285996437072754,0.1285996437072754,-0.8907602346480222,0.005936095491051674,0,0.005936095491051674,0.0007633797358721495
PT_Brain-Computer Interface,Global_Holidays_Average,0.5,0.014902147238432915,0.00035104015842080116,0.00035104015842080116,-3.4546431981127204,0.005936095491051674,0,0.005936095491051674,2.0838078853557818e-06
PT_Brain-Computer Interface,Global_Holidays_Total,0.5,0.04411261761680284,0.3952358663082123,0.3952358663082123,-0.40314365155160964,0.005936095491051674,0,0.005936095491051674,0.002346157794818282
PT_Brain-Computer Interface,RMD_Pyromania,0.3,-0.03601025307259204,2.7811367511749268,2.7811367511749268,0.4442223440675043,0.005936095491051674,0,0.005936095491051674,0.01650909334421158
PT_Brain-Computer Interface,RMD_Reactive Attachment,0.3,-0.3975022758744781,3.0954411029815674,3.0954411029815674,0.49072254509793134,0.005936095491051674,0,0.005936095491051674,0.018374834209680557
PT_Brain-Computer Interface,RMD_Reduplicative Paramnesia,0.3,-0.11135669413420018,10.758570671081543,10.758570671081543,1.031754577009264,0.005936095491051674,0,0.005936095491051674,0.06386390328407288
PT_Brain-Computer Interface,RMD_Rumination,0.3,0.5550446453357082,11.98465347290039,11.98465347290039,1.0786254812580423,0.005936095491051674,0,0.005936095491051674,0.0711420476436615
PT_Brain-Computer Interface,RMD_Selective Mutism,0.3,0.5436410098072194,3.939021110534668,3.939021110534668,0.5953883083451024,0.005936095491051674,0,0.005936095491051674,0.023382404819130898
PT_Brain-Computer Interface,RMD_Stendhal,0.3,0.7410240164662012,6.312406539916992,6.312406539916992,0.8001949611071052,0.005936095491051674,0,0.005936095491051674,0.03747104853391647
